period,seriesId,seriesDescription,stateId/0,stateDescription,value,unit
2021,JFTXV,Jet fuel total end-use expenditures,CO,Colorado,996.4,Million dollars
2021,NGRCB,"Natural gas delivered to the residential sector, used as consumption (including supplemental gaseous fuels)",CO,Colorado,142946,Billion Btu
2020,OPACB,Other petroleum products consumed by the transportation sector,CO,Colorado,0,Billion Btu
2019,ENTCP,"Fuel ethanol, including denaturant, total consumption",CO,Colorado,6011,Thousand barrels
2019,ENCCP,"Fuel ethanol, including denaturant, consumed by the commercial sector",CO,Colorado,156,Thousand barrels
2019,MGTCD,"Motor gasoline average price, all sectors",CO,Colorado,21.62,Dollars per million Btu
2019,MGACP,Motor gasoline consumed by the transportation sector,CO,Colorado,54471,Thousand barrels
2019,AVTXD,"Aviation gasoline average price, all end-use sectors",CO,Colorado,25.57,Dollars per million Btu
2019,AVTXV,Aviation gasoline total end-use expenditures,CO,Colorado,12.9,Million dollars
2020,PQICP,Propane consumed by the industrial sector,CO,Colorado,577,Thousand barrels
2021,JFACP,Jet fuel consumed by the transportation sector,CO,Colorado,11517,Thousand barrels
2019,SGICP,Still gas consumed by the industrial sector,CO,Colorado,1340,Thousand barrels
2021,JFACV,Jet fuel expenditures in the transportation sector,CO,Colorado,996.4,Million dollars
2021,JFTCV,Jet fuel total expenditures,CO,Colorado,996.4,Million dollars
2021,JFACB,Jet fuel consumed by the transportation sector,CO,Colorado,65299,Billion Btu
2021,JFTCP,Jet fuel total consumption,CO,Colorado,11517,Thousand barrels
2021,NGACD,Natural gas price in the transportation sector,CO,Colorado,13.73,Dollars per million Btu
2021,NGEIP,Natural gas consumed by the electric power sector (including supplemental gaseous fuels),CO,Colorado,116288,Million cubic feet
2019,MGACD,Motor gasoline price in the transportation sector,CO,Colorado,21.62,Dollars per million Btu
2019,MGICB,Motor gasoline consumed by the industrial sector,CO,Colorado,6273,Billion Btu
2019,MGCCD,Motor gasoline price in the commercial sector,CO,Colorado,21.62,Dollars per million Btu
2019,PCTCP,Petroleum coke total consumption,CO,Colorado,497,Thousand barrels
2019,MGCCV,Motor gasoline expenditures in the commercial sector,CO,Colorado,162.5,Million dollars
2019,AVACV,Aviation gasoline expenditures in the transportation sector,CO,Colorado,12.9,Million dollars
2020,BYTCB,Butylene from refineries total consumption,CO,Colorado,0,Billion Btu
2020,HLTCB,Hydrocarbon gas liquids total consumption,CO,Colorado,17649,Billion Btu
2020,BYICP,Butylene from refineries consumed by the industrial sector,CO,Colorado,0,Thousand barrels
2021,NGCCB,"Natural gas delivered to the commercial sector, used as consumption (including supplemental gaseous fuels)",CO,Colorado,62515,Billion Btu
2021,NGISB,Natural gas consumed by the industrial sector excluding refinery fuel,CO,Colorado,87030,Billion Btu
2021,NGTXP,Natural gas total end-use consumption (including supplemental gaseous fuels),CO,Colorado,366951,Million cubic feet
2019,MSICB,Miscellaneous petroleum products consumed by the industrial sector,CO,Colorado,275,Billion Btu
2023,CLTCP,Coal total consumption,CO,Colorado,11091,Thousand short tons
2019,AVACP,Aviation gasoline consumed by the transportation sector,CO,Colorado,100,Thousand barrels
2019,OPTXP,Other petroleum products total end-use consumption,CO,Colorado,1551,Thousand barrels
2019,MBICP,Motor gasoline blending components consumed by the industrial sector,CO,Colorado,0,Thousand barrels
2019,FNICB,"Petrochemical feedstocks, naphtha less than 401? F, consumed by the industrial sector",CO,Colorado,0,Billion Btu
2020,PYICP,Propylene from refineries consumed by the industrial sector,CO,Colorado,0,Thousand barrels
2020,HLICV,Hydrocarbon gas liquids expenditures in the industrial sector,CO,Colorado,23.3,Million dollars
2020,EQTCB,Ethane total consumption,CO,Colorado,0,Billion Btu
2021,NGEIB,Natural gas consumed by the electric power sector (including supplemental gaseous fuels),CO,Colorado,126537,Billion Btu
2021,NGACP,Natural gas consumed by the transportation sector,CO,Colorado,10202,Million cubic feet
2019,AVTCD,"Aviation gasoline average price, all sectors",CO,Colorado,25.57,Dollars per million Btu
2019,MGTCP,Motor gasoline total consumption,CO,Colorado,57201,Thousand barrels
2019,MGTXP,Motor gasoline total end-use consumption,CO,Colorado,57201,Thousand barrels
2019,OPTXV,Other petroleum products total end-use expenditures,CO,Colorado,10.5,Million dollars
2019,MGTCB,Motor gasoline total consumption,CO,Colorado,288978,Billion Btu
2019,AVTXB,Aviation gasoline total end-use consumption,CO,Colorado,506,Billion Btu
2019,MGTCV,Motor gasoline total expenditures,CO,Colorado,6249.1,Million dollars
2019,PCTXD,"Petroleum coke average price, all end-use sectors",CO,Colorado,0,Dollars per million Btu
2020,BQICP,Normal butane consumed by the industrial sector,CO,Colorado,0,Thousand barrels
2020,PQTCV,Propane total expenditures,CO,Colorado,280.8,Million dollars
2019,WXICD,Waxes price in the industrial sector,CO,Colorado,29.79,Dollars per million Btu
2019,AVTCP,Aviation gasoline total consumption,CO,Colorado,100,Thousand barrels
2020,HLICP,Hydrocarbon gas liquids consumed by the industrial sector,CO,Colorado,577,Thousand barrels
2020,HLICK,Average factor for converting hydrocarbon gas liquids consumed by the industrial sector from physical unit to Btu,CO,Colorado,3.841,Million Btu per barrel
2021,NGICD,Natural gas price in the industrial sector (including supplemental gaseous fuels),CO,Colorado,6.75,Dollars per million Btu
2019,MGICV,Motor gasoline expenditures in the industrial sector,CO,Colorado,135.6,Million dollars
2019,MGACB,Motor gasoline consumed by the transportation sector,CO,Colorado,275189,Billion Btu
2019,AVACB,Aviation gasoline consumed by the transportation sector,CO,Colorado,506,Billion Btu
2019,MGTXV,Motor gasoline total end-use expenditures,CO,Colorado,6249.1,Million dollars
2020,HLTXB,Hydrocarbon gas liquids total end-use consumption,CO,Colorado,17649,Billion Btu
2020,PQRFB,Propane consumed as refinery fuel,CO,Colorado,4,Billion Btu
2021,NGPZB,Natural gas for pipeline and distribution use,CO,Colorado,8911,Billion Btu
2021,SFCCB,Supplemental gaseous fuels consumed by the commercial sector,CO,Colorado,619,Billion Btu
2021,NGSCB,Natural gas total consumption adjusted for process fuel,CO,Colorado,420893,Billion Btu
2019,MMTCB,"Motor gasoline, excluding fuel ethanol, total consumption",CO,Colorado,268050,Billion Btu
2019,MGTXD,"Motor gasoline average price, all end-use sectors",CO,Colorado,21.62,Dollars per million Btu
2019,AVTCB,Aviation gasoline total consumption,CO,Colorado,506,Billion Btu
2019,MGCCB,Motor gasoline consumed by the commercial sector,CO,Colorado,7516,Billion Btu
2019,PCEIP,Petroleum coke consumed by the electric power sector,CO,Colorado,0,Thousand barrels
2019,PCTXB,Petroleum coke total end-use consumption,CO,Colorado,3125,Billion Btu
2019,OPTCV,Other petroleum products total expenditures,CO,Colorado,10.5,Million dollars
2019,AVTCV,Aviation gasoline total expenditures,CO,Colorado,12.9,Million dollars
2019,MGTXB,Motor gasoline total end-use consumption,CO,Colorado,288978,Billion Btu
2019,MGCCP,Motor gasoline consumed by the commercial sector,CO,Colorado,1488,Thousand barrels
2020,PQCCD,Propane price in the commercial sector,CO,Colorado,11.11,Dollars per million Btu
2020,EYTCB,Ethylene from refineries total consumption,CO,Colorado,0,Billion Btu
2020,PQTCD,"Propane average price, all sectors",CO,Colorado,15.91,Dollars per million Btu
2020,PQRCD,Propane price in the residential sector,CO,Colorado,18.32,Dollars per million Btu
2021,NGTXK,Factor for converting natural gas used by end-use sectors from physical units to Btu,CO,Colorado,1.056,Thousand Btu per cubic foot
2021,NGICP,Natural gas consumed by the industrial sector (including supplemental gaseous fuels),CO,Colorado,162248,Million cubic feet
2019,AVTXP,Aviation gasoline total end-use consumption,CO,Colorado,100,Thousand barrels
2019,EMACB,"Fuel ethanol, excluding denaturant, consumed by the transportation sector   ",CO,Colorado,19929,Billion Btu
2020,USICP,Unfractionated streams consumed by the industrial sector (through 1983),CO,Colorado,0,Thousand barrels
2020,EYTCP,Ethylene from refineries total consumption,CO,Colorado,0,Thousand barrels
2021,NGICB,Natural gas consumed by the industrial sector (including supplemental gaseous fuels),CO,Colorado,171391,Billion Btu
2020,KSRCV,Kerosene expenditures in the residential sector,CO,Colorado,.1,Million dollars
2020,HLTCP,Hydrocarbon gas liquids total consumption,CO,Colorado,4595,Thousand barrels
2019,OPTCD,"Other petroleum products average price, all sectors",CO,Colorado,22.15,Dollars per million Btu
2020,KSTXB,Kerosene total end-use consumption,CO,Colorado,14,Billion Btu
2020,KSCCP,Kerosene consumed by the commercial sector,CO,Colorado,1,Thousand barrels
2020,DKEID,Distillate fuel oil (including kerosene-type jet fuel before 2001) average price in the electric power sector,CO,Colorado,11.65,Dollars per million Btu
2020,RFTCB,Residual fuel oil total consumption,CO,Colorado,0,Billion Btu
2020,RFTCP,Residual fuel oil total consumption,CO,Colorado,0,Thousand barrels
2020,DKEIB,Distillate fuel oil (including kerosene-type jet fuel before 2001) consumed by the electric power sector,CO,Colorado,113,Billion Btu
2020,DFRCB,Distillate fuel oil consumed by the residential sector,CO,Colorado,313,Billion Btu
2020,WXICV,Waxes expenditures in the industrial sector,CO,Colorado,2.4,Million dollars
2020,PCISB,Petroleum coke consumed by the industrial sector excluding refinery fuel,CO,Colorado,0,Billion Btu
2020,OPICD,Other petroleum products average price in the industrial sector,CO,Colorado,16.92,Dollars per million Btu
2020,ELIMP,Electricity imported into the United States,CO,Colorado,0,Million kilowatthours
2020,CLICV,Coal expenditures in the industrial sector,CO,Colorado,9.6,Million dollars
2020,CLTCV,Coal total expenditures,CO,Colorado,371.1,Million dollars
2020,ESISB,Electricity sales to the industrial sector excluding refinery use,CO,Colorado,51376,Billion Btu
2020,RFCCP,Residual fuel oil consumed by the commercial sector,CO,Colorado,0,Thousand barrels
2020,KSTXD,"Kerosene average price, all end-use sectors",CO,Colorado,13.37,Dollars per million Btu
2020,RFICD,Residual fuel oil price in the industrial sector,CO,Colorado,0,Dollars per million Btu
2020,HLRCB,Hydrocarbon gas liquids consumed by the residential sector,CO,Colorado,11885,Billion Btu
2020,PCICD,Petroleum coke price in the industrial sector,CO,Colorado,0,Dollars per million Btu
2020,PCEID,Petroleum coke price in the electric power sector,CO,Colorado,0,Dollars per million Btu
2020,PQRCP,Propane consumed by the residential sector,CO,Colorado,3094,Thousand barrels
2020,IYICB,Isobutylene from refineries consumed by the industrial sector,CO,Colorado,0,Billion Btu
2020,PQACB,Propane consumed by the transportation sector,CO,Colorado,149,Billion Btu
2020,PPTCP,Natural gasoline (pentanes plus) total consumption,CO,Colorado,0,Thousand barrels
2020,PQTXD,"Propane average price, all end-use sectors",CO,Colorado,15.91,Dollars per million Btu
2019,OPICV,Other petroleum products total expenditures in the industrial sector,CO,Colorado,10.5,Million dollars
2020,ESTCB,Electricity total consumption (electricity sales to ultimate customers),CO,Colorado,191244,Billion Btu
2020,ESACD,Electricity price in the transportation sector,CO,Colorado,25.32,Dollars per million Btu
2019,WXICB,Waxes consumed by the industrial sector,CO,Colorado,100,Billion Btu
2019,OPTXD,"Other petroleum products average price, all end-use sectors",CO,Colorado,22.15,Dollars per million Btu
2020,ELNIB,Net imports of electricity into the United States,CO,Colorado,0,Billion Btu
2020,DFRCV,Distillate fuel oil expenditures in the residential sector,CO,Colorado,4.8,Million dollars
2020,DFCCD,Distillate fuel oil price in the commercial sector,CO,Colorado,10.62,Dollars per million Btu
2020,KSICB,Kerosene consumed by the industrial sector,CO,Colorado,3,Billion Btu
2020,KSICD,Kerosene price in the industrial sector,CO,Colorado,10.07,Dollars per million Btu
2020,DFACD,Distillate fuel oil price in the transportation sector,CO,Colorado,17.6,Dollars per million Btu
2020,RFTXV,Residual fuel oil total end-use expenditures,CO,Colorado,0,Million dollars
2020,KSTCD,"Kerosene average price, all sectors",CO,Colorado,13.37,Dollars per million Btu
2020,DFSCB,Distillate fuel oil total consumption adjusted for process fuel,CO,Colorado,115375,Billion Btu
2020,IYICP,Isobutylene from refineries consumed by the industrial sector,CO,Colorado,0,Thousand barrels
2020,MBICP,Motor gasoline blending components consumed by the industrial sector,CO,Colorado,0,Thousand barrels
2020,CLTXB,Coal total end-use consumption,CO,Colorado,3870,Billion Btu
2020,NAICB,Natural gasoline consumed by the industrial sector (through 1983),CO,Colorado,0,Billion Btu
2020,PQICB,Propane consumed by the industrial sector,CO,Colorado,2216,Billion Btu
2020,HLCCP,Hydrocarbon gas liquids consumed by the commercial sector,CO,Colorado,885,Thousand barrels
2019,FSICV,"Petrochemical feedstocks, still gas, expenditures in the industrial sector (through 1985)",CO,Colorado,0,Million dollars
2019,FNICV,"Petrochemical feedstocks, naphtha less than 401? F, expenditures in the industrial sector",CO,Colorado,0,Million dollars
2019,WXICP,Waxes consumed by the industrial sector,CO,Colorado,18,Thousand barrels
2020,ESRCB,Electricity consumed by (sales to ultimate customers in) the residential sector,CO,Colorado,69886,Billion Btu
2019,PCEIV,Petroleum coke expenditures in the electric power sector,CO,Colorado,0,Million dollars
2019,OPTCP,Other petroleum products total consumption,CO,Colorado,1551,Thousand barrels
2020,DFEIP,Distillate fuel oil consumed by the electric power sector,CO,Colorado,20,Thousand barrels
2020,DFTCP,Distillate fuel oil total consumption,CO,Colorado,20046,Thousand barrels
2020,KSRCB,Kerosene consumed by the residential sector,CO,Colorado,5,Billion Btu
2020,DFCCP,Distillate fuel oil consumed by the commercial sector,CO,Colorado,778,Thousand barrels
2020,RFICP,Residual fuel oil consumed by the industrial sector,CO,Colorado,0,Thousand barrels
2020,DFTXB,Distillate fuel oil total end-use consumption,CO,Colorado,115274,Billion Btu
2020,EYICB,Ethylene from refineries consumed by the industrial sector,CO,Colorado,0,Billion Btu
2020,EQICB,Ethane consumed by the industrial sector,CO,Colorado,0,Billion Btu
2020,OPISB,Other petroleum products consumed by the industrial sector excluding refinery fuel and intermediate products,CO,Colorado,438,Billion Btu
2020,ESICD,Electricity price in the industrial sector,CO,Colorado,21.93,Dollars per million Btu
2020,CLHCK,Factor for converting coal consumed by the residential and commercial sectors from physical units to Btu,CO,Colorado,22.906,Million Btu per short ton
2020,ESACP,Electricity consumed by (sales to ultimate customers in) the transportation sector,CO,Colorado,94,Million kilowatthours
2020,ESTXP,Electricity total end-use consumption (electricity sales to ultimate customers),CO,Colorado,56050,Million kilowatthours
2020,BYTCP,Butylene from refineries total consumption,CO,Colorado,0,Thousand barrels
2020,OHICB,Other hydrocarbon gas liquids (other than propane) consumed by the industrial sector,CO,Colorado,0,Billion Btu
2020,IQTCP,Isobutane total consumption,CO,Colorado,0,Thousand barrels
2020,PQTXV,Propane total end-use expenditures,CO,Colorado,280.8,Million dollars
2020,HLTXP,Hydrocarbon gas liquids total end-use consumption,CO,Colorado,4595,Thousand barrels
2020,HLACP,Hydrocarbon gas liquids consumed by the transportation sector,CO,Colorado,39,Thousand barrels
2020,PQCCV,Propane expenditures in the commercial sector,CO,Colorado,37.8,Million dollars
2020,PQSCB,Propane total consumption adjusted for process fuel,CO,Colorado,17645,Billion Btu
2020,ELEXV,Electricity exports expenditures,CO,Colorado,0,Million dollars
2020,ELEXD,Electricity exports average price,CO,Colorado,0,Dollars per million Btu
2020,ESTXB,Electricity total end-use consumption (electricity sales to ultimate customers),CO,Colorado,191244,Billion Btu
2019,MSICP,Miscellaneous petroleum products consumed by the industrial sector,CO,Colorado,47,Thousand barrels
2019,PCTCV,Petroleum coke total expenditures,CO,Colorado,0,Million dollars
2019,ABICB,Aviation gasoline blending components consumed by the industrial sector,CO,Colorado,-7,Billion Btu
2020,RFEIP,Residual fuel oil consumed by the electric power sector,CO,Colorado,0,Thousand barrels
2020,DFTXV,Distillate fuel oil total end-use expenditures,CO,Colorado,1852.2,Million dollars
2020,DFRCP,Distillate fuel oil consumed by the residential sector,CO,Colorado,54,Thousand barrels
2020,EYICP,Ethylene from refineries consumed by the industrial sector,CO,Colorado,0,Thousand barrels
2020,HLACV,Hydrocarbon gas liquids expenditures in the transportation sector,CO,Colorado,2,Million dollars
2020,IYTCP,Isobutylene from refineries total consumption,CO,Colorado,0,Thousand barrels
2020,WXICB,Waxes consumed by the industrial sector,CO,Colorado,89,Billion Btu
2020,PCEIP,Petroleum coke consumed by the electric power sector,CO,Colorado,0,Thousand barrels
2020,ESTCP,Electricity total consumption (electricity sales to ultimate customers),CO,Colorado,56050,Million kilowatthours
2020,ESTXV,Electricity total end-use expenditures,CO,Colorado,5728.9,Million dollars
2020,HLTCV,Hydrocarbon gas liquids total expenditures,CO,Colorado,280.8,Million dollars
2020,IQTCB,Isobutane total consumption,CO,Colorado,0,Billion Btu
2020,BQICB,Normal butane consumed by the industrial sector,CO,Colorado,0,Billion Btu
2020,ESCCD,Electricity price in the commercial sector,CO,Colorado,30.16,Dollars per million Btu
2020,ESICB,Electricity consumed by (sales to ultimate customers in) the industrial sector,CO,Colorado,52652,Billion Btu
2019,SNICD,Special naphthas price in the industrial sector,CO,Colorado,23.01,Dollars per million Btu
2019,FSICB,"Petrochemical feedstocks, still gas, consumed by the industrial sector (through 1985)",CO,Colorado,0,Billion Btu
2020,DFACV,Distillate fuel oil expenditures in the transportation sector,CO,Colorado,1538.5,Million dollars
2020,DFEID,Distillate fuel oil price in the electric power sector,CO,Colorado,11.65,Dollars per million Btu
2020,DFCCV,Distillate fuel oil expenditures in the commercial sector,CO,Colorado,47.6,Million dollars
2020,FNICP,"Petrochemical feedstocks, naphtha less than 401? F, consumed by the industrial sector",CO,Colorado,0,Thousand barrels
2020,UOICB,Unfinished oils consumed by the industrial sector,CO,Colorado,1091,Billion Btu
2020,ESACB,Electricity consumed by (sales to ultimate customers in) the transportation sector,CO,Colorado,321,Billion Btu
2020,HLCCV,Hydrocarbon gas liquids expenditures in the commercial sector,CO,Colorado,37.8,Million dollars
2020,HLRCD,Hydrocarbon gas liquids price in the residential sector,CO,Colorado,18.32,Dollars per million Btu
2020,OHICV,Other hydrocarbon gas liquids (other than propane) expenditures in the industrial sector,CO,Colorado,0,Million dollars
2020,DFACB,Distillate fuel oil consumed by the transportation sector,CO,Colorado,87404,Billion Btu
2020,RFTCV,Residual fuel oil total expenditures,CO,Colorado,0,Million dollars
2020,DFRFB,Distillate fuel oil consumed as refinery fuel,CO,Colorado,12,Billion Btu
2020,RFCCV,Residual fuel oil expenditures in the commercial sector,CO,Colorado,0,Million dollars
2020,DFTCV,Distillate fuel oil total expenditures,CO,Colorado,1853.5,Million dollars
2020,OPTXB,Other petroleum products total end-use consumption,CO,Colorado,9571,Billion Btu
2020,PCEIV,Petroleum coke expenditures in the electric power sector,CO,Colorado,0,Million dollars
2020,MSICV,Miscellaneous petroleum products expenditures in the industrial sector,CO,Colorado,3.3,Million dollars
2020,BQTCP,Normal butane total consumption,CO,Colorado,0,Thousand barrels
2020,PYTCB,Propylene from refineries total consumption,CO,Colorado,0,Billion Btu
2020,BYICB,Butylene from refineries consumed by the industrial sector,CO,Colorado,0,Billion Btu
2020,HLTCD,"Hydrocarbon gas liquids average price, all sectors",CO,Colorado,15.91,Dollars per million Btu
2020,HLISB,Hydrocarbon gas liquids consumed by the industrial sector adjusted for processed fuel,CO,Colorado,2212,Billion Btu
2020,NAICP,Natural gasoline consumed by the industrial sector (through 1983),CO,Colorado,0,Thousand barrels
2020,HLTXD,"Hydrocarbon gas liquids average price, all end-use sectors",CO,Colorado,15.91,Dollars per million Btu
2020,PQTXP,Propane total end-use consumption,CO,Colorado,4595,Thousand barrels
2019,PCEIB,Petroleum coke consumed by the electric power sector,CO,Colorado,0,Billion Btu
2019,COICB,Crude oil consumed by the industrial sector,CO,Colorado,0,Billion Btu
2020,ELIMD,Electricity imports average price,CO,Colorado,0,Dollars per million Btu
2020,RFACB,Residual fuel oil consumed by the transportation sector,CO,Colorado,0,Billion Btu
2020,DFISB,Distillate fuel oil consumed by the industrial sector excluding refinery fuel,CO,Colorado,23066,Billion Btu
2020,DFRCD,Distillate fuel oil price in the residential sector,CO,Colorado,15.3,Dollars per million Btu
2020,DFCCB,Distillate fuel oil consumed by the commercial sector,CO,Colorado,4481,Billion Btu
2020,DFICP,Distillate fuel oil consumed by the industrial sector,CO,Colorado,4009,Thousand barrels
2020,DFICB,Distillate fuel oil consumed by the industrial sector,CO,Colorado,23077,Billion Btu
2020,HLRCP,Hydrocarbon gas liquids consumed by the residential sector,CO,Colorado,3094,Thousand barrels
2019,OPISB,Other petroleum products consumed by the industrial sector excluding refinery fuel and intermediate products,CO,Colorado,473,Billion Btu
2019,OPICD,Other petroleum products average price in the industrial sector,CO,Colorado,22.15,Dollars per million Btu
2019,PCCCD,Petroleum coke price in the commercial sector,CO,Colorado,0,Dollars per million Btu
2019,FSICD,"Petrochemical feedstocks, still gas, price in the industrial sector (through 1985) ",CO,Colorado,0,Dollars per million Btu
2020,ELIMV,Electricity imports expenditures,CO,Colorado,0,Million dollars
2020,RFICB,Residual fuel oil consumed by the industrial sector,CO,Colorado,0,Billion Btu
2020,KSTCB,Kerosene total consumption,CO,Colorado,14,Billion Btu
2020,RFRFB,Residual fuel oil consumed as refinery fuel,CO,Colorado,0,Billion Btu
2020,FOICP,"Petrochemical feedstocks, other oils equal to or greater than 401? F, consumed by the industrial sector",CO,Colorado,0,Thousand barrels
2020,HLICD,Hydrocarbon gas liquids price in the industrial sector,CO,Colorado,10.54,Dollars per million Btu
2020,PYTCP,Propylene from refineries total consumption,CO,Colorado,0,Thousand barrels
2020,HLACB,Hydrocarbon gas liquids consumed by the transportation sector,CO,Colorado,149,Billion Btu
2019,OPTCB,Other petroleum products total consumption,CO,Colorado,9637,Billion Btu
2019,PCTCD,"Petroleum coke average price, all sectors",CO,Colorado,0,Dollars per million Btu
2019,SNICP,Special naphthas consumed by the industrial sector,CO,Colorado,19,Thousand barrels
2019,FOICP,"Petrochemical feedstocks, other oils equal to or greater than 401? F, consumed by the industrial sector",CO,Colorado,0,Thousand barrels
2019,ABICP,Aviation gasoline blending components consumed by the industrial sector,CO,Colorado,-1,Thousand barrels
2019,PCRFB,Petroleum coke consumed as refinery fuel,CO,Colorado,3125,Billion Btu
2019,UOICP,Unfinished oils consumed by the industrial sector,CO,Colorado,128,Thousand barrels
2019,FSICP,"Petrochemical feedstocks, still gas, consumed by the industrial sector (through 1985)",CO,Colorado,0,Thousand barrels
2019,FOICV,"Petrochemical feedstocks, other oils equal to or greater than 401? F, expenditures in the industrial sector",CO,Colorado,0,Million dollars
2019,OPICB,Other petroleum products consumed by the industrial sector,CO,Colorado,9637,Billion Btu
2020,DFTCD,"Distillate fuel oil average price, all sectors",CO,Colorado,16.06,Dollars per million Btu
2020,RFACV,Residual fuel oil expenditures in the transportation sector,CO,Colorado,0,Million dollars
2020,HLRFB,Hydrocarbon gas liquids consumed as refinery fuel and intermediate products,CO,Colorado,4,Billion Btu
2020,PQRCB,Propane consumed by the residential sector,CO,Colorado,11885,Billion Btu
2020,USICB,Unfractionated streams consumed by the industrial sector (through 1983),CO,Colorado,0,Billion Btu
2020,PLICP,Plant condensate consumed by the industrial sector (through 1983),CO,Colorado,0,Thousand barrels
2020,IYTCB,Isobutylene from refineries total consumption,CO,Colorado,0,Billion Btu
2019,OHICD,Other hydrocarbon gas liquids (other than propane) price in the industrial sector,CO,Colorado,0,Dollars per million Btu
2019,PCICV,Petroleum coke expenditures in the industrial sector,CO,Colorado,0,Million dollars
2019,P5RFB,Other petroleum products consumed as refinery fuel and intermediate products,CO,Colorado,9164,Billion Btu
2019,PCCCV,Petroleum coke expenditures in the commercial sector,CO,Colorado,0,Million dollars
2019,PCICD,Petroleum coke price in the industrial sector,CO,Colorado,0,Dollars per million Btu
2020,ELIMB,Electricity imported into the United States,CO,Colorado,0,Billion Btu
2020,KSCCV,Kerosene expenditures in the commercial sector,CO,Colorado,.1,Million dollars
2020,KSCCB,Kerosene consumed by the commercial sector,CO,Colorado,5,Billion Btu
2020,RFTXD,"Residual fuel oil average price, all end-use sectors",CO,Colorado,0,Dollars per million Btu
2020,PPTCB,Natural gasoline (pentanes plus) total consumption,CO,Colorado,0,Billion Btu
2020,HLICB,Hydrocarbon gas liquids consumed by the industrial sector,CO,Colorado,2216,Billion Btu
2020,PPICP,Natural gasoline (pentanes plus) consumed by the industrial sector,CO,Colorado,0,Thousand barrels
2020,PQISB,Propane consumed in the industrial sector excluding refinery fuel,CO,Colorado,2212,Billion Btu
2020,CLICP,Coal consumed by the industrial sector,CO,Colorado,159,Thousand short tons
2020,PQACP,Propane consumed by the transportation sector,CO,Colorado,39,Thousand barrels
2020,PQTXB,Propane total end-use consumption,CO,Colorado,17649,Billion Btu
2020,HLCCB,Hydrocarbon gas liquids consumed by the commercial sector,CO,Colorado,3398,Billion Btu
2020,IQICB,Isobutane consumed by the industrial sector,CO,Colorado,0,Billion Btu
2019,OHICB,Other hydrocarbon gas liquids (other than propane) consumed by the industrial sector,CO,Colorado,0,Billion Btu
2019,PCISB,Petroleum coke consumed by the industrial sector excluding refinery fuel,CO,Colorado,0,Billion Btu
2020,ESRCV,Electricity expenditures in the residential sector,CO,Colorado,2531.3,Million dollars
2020,ELEXP,Electricity exported from the United States,CO,Colorado,0,Million kilowatthours
2020,ESTXD,"Electricity average price, all end-use sectors",CO,Colorado,30.16,Dollars per million Btu
2020,ESCCV,Electricity expenditures in the commercial sector,CO,Colorado,2062.5,Million dollars
2019,OPICP,Other petroleum products consumed by the industrial sector,CO,Colorado,1551,Thousand barrels
2019,PCCCP,Petroleum coke consumed by the commercial sector,CO,Colorado,0,Thousand barrels
2019,SNICV,Special naphthas expenditures in the industrial sector,CO,Colorado,2.3,Million dollars
2019,FNICD,"Petrochemical feedstocks, naphtha less than 401? F, price in the industrial sector",CO,Colorado,0,Dollars per million Btu
2019,FOICB,"Petrochemical feedstocks, other oils equal to or greater than 401? F, consumed by the industrial sector",CO,Colorado,0,Billion Btu
2020,KSICP,Kerosene consumed by the industrial sector,CO,Colorado,1,Thousand barrels
2020,DFACP,Distillate fuel oil consumed by the transportation sector,CO,Colorado,15185,Thousand barrels
2020,KSCCD,Kerosene price in the commercial sector,CO,Colorado,14.39,Dollars per million Btu
2020,DFICD,Distillate fuel oil price in the industrial sector,CO,Colorado,11.33,Dollars per million Btu
2020,KSTCP,Kerosene total consumption,CO,Colorado,2,Thousand barrels
2020,RFSCB,Residential fuel oil total consumption excluding process fuel,CO,Colorado,0,Billion Btu
2020,PQICD,Propane price in the industrial sector,CO,Colorado,10.54,Dollars per million Btu
2020,HLCCD,Hydrocarbon gas liquids price in the commercial sector,CO,Colorado,11.11,Dollars per million Btu
2020,PQRCV,Propane expenditures in the residential sector,CO,Colorado,217.8,Million dollars
2020,OHICD,Other hydrocarbon gas liquids (other than propane) price in the industrial sector,CO,Colorado,0,Dollars per million Btu
2020,CLICD,Coal price in the industrial sector,CO,Colorado,2.5,Dollars per million Btu
2020,ESCCB,Electricity consumed by (sales to ultimate customers in) the commercial sector,CO,Colorado,68384,Billion Btu
2019,MBICB,Motor gasoline blending components consumed by the industrial sector,CO,Colorado,0,Billion Btu
2020,RFCCB,Residual fuel oil consumed by the commercial sector,CO,Colorado,0,Billion Btu
2020,DFEIB,Distillate fuel oil consumed by the electric power sector,CO,Colorado,113,Billion Btu
2020,RFICV,Residual fuel oil expenditures in the industrial sector,CO,Colorado,0,Million dollars
2020,RFACD,Residual fuel oil price in the transportation sector,CO,Colorado,0,Dollars per million Btu
2020,RFEID,Residual fuel oil price in the electric power sector,CO,Colorado,0,Dollars per million Btu
2020,KSRCP,Kerosene consumed by the residential sector,CO,Colorado,1,Thousand barrels
2020,RFTXP,Residual fuel oil total end-use consumption,CO,Colorado,0,Thousand barrels
2020,RFCCD,Residual fuel oil price in the commercial sector,CO,Colorado,0,Dollars per million Btu
2020,DKEIP,Distillate fuel oil (including kerosene-type jet fuel before 2001) consumed by the electric power sector,CO,Colorado,20,Thousand barrels
2020,DFTXD,"Distillate fuel oil average price, all end-use sectors",CO,Colorado,16.07,Dollars per million Btu
